400 
1000 1000 1000  
1 472 416 708 
2 401 965 59 
3 783 453 177 
4 990 320 206 
5 978 154 331 
6 253 184 741 
7 52 792 295 
8 323 165 750 
9 431 14 843 
10 407 213 810 
11 258 13 823 
12 716 80 185 
13 288 795 22 
14 168 817 184 
15 310 47 865 
16 289 374 854 
17 158 322 796 
18 146 862 402 
19 283 805 201 
20 66 483 776 
21 460 908 179 
22 796 151 28 
23 708 62 326 
24 776 462 249 
25 667 11 393 
26 182 760 197 
27 320 191 992 
28 350 881 3 
29 729 40 207 
30 321 770 302 
31 9 878 266 
32 94 792 464 
33 312 260 935 
34 435 184 808 
35 675 158 279 
36 963 73 384 
37 716 98 112 
38 121 67 887 
39 239 447 868 
40 92 930 70 
41 326 346 899 
42 226 414 823 
43 139 365 840 
44 341 470 738 
45 910 82 264 
46 213 415 787 
47 751 376 435 
48 860 343 35 
49 340 221 920 
50 749 272 241 
51 883 416 373 
52 324 440 672 
53 935 366 27 
54 367 427 724 
55 440 793 164 
56 500 790 64 
57 123 330 938 
58 402 493 679 
59 494 698 250 
60 698 445 3 
61 43 363 934 
62 371 436 668 
63 421 762 194 
64 925 372 187 
65 54 722 78 
66 421 944 467 
67 323 85 811 
68 90 492 956 
69 704 452 238 
70 364 856 315 
71 476 967 389 
72 749 239 314 
73 358 205 758 
74 291 156 933 
75 130 867 81 
76 760 311 379 
77 305 325 698 
78 116 853 345 
79 281 911 51 
80 194 781 435 
81 318 352 969 
82 962 483 335 
83 314 97 889 
84 133 999 387 
85 666 288 211 
86 938 251 335 
87 106 232 819 
88 306 701 385 
89 909 230 126 
90 807 43 370 
91 220 757 100 
92 704 133 382 
93 117 850 424 
94 372 865 417 
95 983 328 303 
96 676 254 497 
97 73 811 496 
98 687 326 218 
99 266 998 207 
100 126 876 112 
101 8 143 781 
102 352 40 779 
103 321 224 708 
104 121 205 973 
105 687 428 365 
106 713 41 359 
107 939 142 401 
108 61 686 106 
109 822 352 262 
110 832 377 413 
111 806 348 233 
112 415 851 299 
113 916 346 438 
114 914 228 75 
115 717 36 240 
116 752 345 40 
117 419 962 16 
118 988 129 483 
119 894 217 136 
120 34 736 49 
121 767 1 110 
122 336 816 408 
123 864 91 467 
124 23 891 85 
125 11 688 59 
126 268 288 810 
127 111 759 218 
128 52 994 207 
129 836 466 336 
130 475 65 827 
131 380 680 286 
132 206 174 943 
133 165 828 81 
134 798 45 79 
135 842 185 113 
136 260 314 725 
137 317 361 798 
138 111 182 684 
139 204 873 349 
140 429 919 407 
141 228 211 989 
142 914 435 206 
143 363 856 175 
144 431 976 449 
145 444 990 443 
146 378 898 145 
147 170 254 961 
148 16 309 913 
149 384 671 347 
150 885 187 73 
151 322 783 171 
152 326 347 927 
153 936 410 395 
154 257 389 912 
155 221 747 195 
156 277 693 115 
157 17 740 367 
158 364 456 864 
159 245 885 481 
160 203 58 812 
161 135 391 922 
162 96 856 285 
163 178 137 850 
164 114 283 900 
165 79 104 818 
166 375 736 40 
167 479 446 709 
168 848 383 404 
169 244 776 373 
170 730 54 310 
171 419 880 121 
172 297 334 814 
173 919 330 123 
174 728 450 99 
175 780 13 446 
176 449 1000 390 
177 894 217 261 
178 832 331 154 
179 258 861 87 
180 171 234 716 
181 934 473 268 
182 39 437 793 
183 406 885 408 
184 340 766 442 
185 51 912 238 
186 215 954 185 
187 435 182 806 
188 471 772 277 
189 178 921 177 
190 134 930 274 
191 131 772 419 
192 799 388 180 
193 310 746 59 
194 143 368 929 
195 695 67 455 
196 389 182 743 
197 752 32 88 
198 456 969 286 
199 236 103 763 
200 499 925 265 
201 260 405 759 
202 478 150 969 
203 351 994 33 
204 753 253 141 
205 273 333 796 
206 343 931 219 
207 339 865 205 
208 225 768 142 
209 828 298 404 
210 209 952 158 
211 83 143 721 
212 764 115 185 
213 84 810 216 
214 714 94 125 
215 761 313 351 
216 428 74 795 
217 821 57 241 
218 178 719 103 
219 751 75 88 
220 706 32 147 
221 71 123 897 
222 279 309 910 
223 77 33 700 
224 829 392 395 
225 441 676 220 
226 816 33 148 
227 815 445 362 
228 972 142 463 
229 769 94 356 
230 107 980 260 
231 472 222 924 
232 943 48 108 
233 360 120 714 
234 184 41 759 
235 949 39 151 
236 136 829 49 
237 379 131 975 
238 345 140 760 
239 781 337 465 
240 32 404 682 
241 267 368 962 
242 791 135 290 
243 266 7 893 
244 921 389 198 
245 950 41 299 
246 426 720 246 
247 695 242 314 
248 200 45 774 
249 312 771 497 
250 77 737 272 
251 877 12 338 
252 88 958 31 
253 846 101 394 
254 381 899 140 
255 485 373 854 
256 55 75 934 
257 175 160 971 
258 137 39 712 
259 313 56 863 
260 110 103 775 
261 274 472 759 
262 850 465 418 
263 311 350 702 
264 475 936 144 
265 817 263 495 
266 851 194 32 
267 904 303 246 
268 9 721 383 
269 265 707 100 
270 958 180 370 
271 392 396 822 
272 227 826 265 
273 175 76 941 
274 299 700 329 
275 312 164 793 
276 864 84 451 
277 222 955 496 
278 851 268 89 
279 245 917 403 
280 709 455 43 
281 679 18 266 
282 366 700 194 
283 30 439 715 
284 237 427 906 
285 285 690 440 
286 986 357 421 
287 8 445 764 
288 181 843 108 
289 357 197 923 
290 357 745 380 
291 11 443 817 
292 81 160 808 
293 936 174 82 
294 350 478 727 
295 85 710 436 
296 140 709 87 
297 716 486 128 
298 348 333 689 
299 935 25 191 
300 351 711 276 
301 200 968 94 
302 365 802 368 
303 213 863 223 
304 714 387 406 
305 170 488 856 
306 159 858 15 
307 27 796 341 
308 344 957 62 
309 154 936 2 
310 320 174 734 
311 338 237 764 
312 941 99 253 
313 680 145 361 
314 810 325 494 
315 352 169 934 
316 941 213 325 
317 94 38 854 
318 987 138 428 
319 143 161 752 
320 224 744 137 
321 335 672 221 
322 841 333 363 
323 700 141 289 
324 180 27 835 
325 345 870 438 
326 128 325 949 
327 947 488 53 
328 52 789 327 
329 465 840 430 
330 907 434 93 
331 348 396 674 
332 258 977 278 
333 210 859 426 
334 962 152 57 
335 880 497 184 
336 53 813 114 
337 688 429 375 
338 432 239 756 
339 312 478 957 
340 689 285 465 
341 297 776 5 
342 780 473 232 
343 1000 31 324 
344 281 734 27 
345 343 735 420 
346 496 422 810 
347 102 824 255 
348 500 386 909 
349 448 900 195 
350 212 443 676 
351 477 755 441 
352 200 928 107 
353 666 25 271 
354 955 106 445 
355 43 888 230 
356 372 442 755 
357 342 170 807 
358 178 854 464 
359 784 405 408 
360 462 90 841 
361 817 357 214 
362 826 168 184 
363 776 192 5 
364 163 875 206 
365 672 95 243 
366 848 120 270 
367 240 412 750 
368 185 100 825 
369 346 743 148 
370 808 406 362 
371 811 161 102 
372 413 738 68 
373 703 311 187 
374 98 957 437 
375 65 768 319 
376 703 233 177 
377 114 450 673 
378 816 443 15 
379 365 200 776 
380 205 867 116 
381 44 986 20 
382 221 834 311 
383 255 291 861 
384 46 392 674 
385 7 436 750 
386 290 326 812 
387 413 118 776 
388 161 668 23 
389 746 83 421 
390 913 348 155 
391 790 442 167 
392 713 303 106 
393 862 241 19 
394 318 871 397 
395 377 693 361 
396 289 67 824 
397 829 149 129 
398 420 276 839 
399 317 805 108 
400 949 160 457 
