200 
1000 1000 1000  
1 87 738 211 
2 806 463 363 
3 109 755 177 
4 11 291 742 
5 370 401 691 
6 148 698 362 
7 995 62 47 
8 122 987 38 
9 979 439 446 
10 219 766 174 
11 825 72 395 
12 792 168 173 
13 204 284 820 
14 358 470 999 
15 421 181 751 
16 776 451 60 
17 476 777 344 
18 371 201 799 
19 322 442 953 
20 308 872 261 
21 289 950 467 
22 134 43 954 
23 981 483 33 
24 308 982 91 
25 458 372 766 
26 494 735 3 
27 734 2 145 
28 869 421 219 
29 141 884 191 
30 759 368 468 
31 491 132 773 
32 117 791 211 
33 479 100 795 
34 106 209 882 
35 899 137 488 
36 992 4 237 
37 946 262 93 
38 433 482 749 
39 667 238 397 
40 330 366 926 
41 152 954 366 
42 42 915 487 
43 283 66 863 
44 312 705 495 
45 870 174 329 
46 713 131 482 
47 113 927 160 
48 392 958 119 
49 226 998 103 
50 276 408 824 
51 70 384 878 
52 130 836 241 
53 21 728 441 
54 136 60 706 
55 152 1000 173 
56 198 764 39 
57 825 59 286 
58 360 814 260 
59 198 231 751 
60 846 55 54 
61 52 691 137 
62 290 780 45 
63 446 166 694 
64 845 108 229 
65 826 424 33 
66 868 187 270 
67 180 997 119 
68 778 53 92 
69 833 389 2 
70 299 679 479 
71 780 111 159 
72 846 449 199 
73 221 863 214 
74 796 37 350 
75 385 294 867 
76 444 167 845 
77 796 225 116 
78 265 326 778 
79 339 301 842 
80 800 125 335 
81 291 433 833 
82 279 236 904 
83 181 15 971 
84 7 950 252 
85 962 68 388 
86 817 380 399 
87 303 213 951 
88 326 721 57 
89 40 754 490 
90 440 879 153 
91 115 833 221 
92 433 829 126 
93 795 40 315 
94 189 425 877 
95 387 745 138 
96 37 700 198 
97 386 495 780 
98 297 695 12 
99 400 837 282 
100 172 480 849 
101 18 948 316 
102 73 867 343 
103 944 83 228 
104 178 58 964 
105 214 754 360 
106 996 228 493 
107 913 499 469 
108 430 681 480 
109 67 742 469 
110 145 125 913 
111 80 367 877 
112 222 833 305 
113 160 903 347 
114 450 204 968 
115 333 52 988 
116 320 364 945 
117 63 996 37 
118 242 142 712 
119 488 989 433 
120 497 70 878 
121 68 352 807 
122 80 139 848 
123 165 766 386 
124 462 733 478 
125 204 943 438 
126 212 927 303 
127 31 856 293 
128 247 344 840 
129 261 372 870 
130 347 111 905 
131 684 258 50 
132 499 456 916 
133 219 71 823 
134 368 723 291 
135 896 269 56 
136 80 271 778 
137 24 242 736 
138 858 280 294 
139 406 350 953 
140 371 382 985 
141 747 287 490 
142 905 69 460 
143 145 765 269 
144 260 124 856 
145 56 246 763 
146 846 285 437 
147 257 680 6 
148 794 365 450 
149 316 14 956 
150 103 309 818 
151 471 32 919 
152 468 229 882 
153 292 759 242 
154 995 35 16 
155 262 794 449 
156 687 179 63 
157 331 891 83 
158 849 63 447 
159 399 772 470 
160 12 794 340 
161 455 723 229 
162 52 773 382 
163 40 977 219 
164 109 717 472 
165 244 764 74 
166 777 282 128 
167 268 775 145 
168 34 197 827 
169 863 221 315 
170 935 316 170 
171 982 313 371 
172 210 452 892 
173 488 281 967 
174 117 864 274 
175 314 692 310 
176 116 827 173 
177 829 111 198 
178 409 500 878 
179 203 296 887 
180 461 127 822 
181 198 310 964 
182 678 470 41 
183 282 827 32 
184 442 186 733 
185 333 415 915 
186 335 951 260 
187 194 997 88 
188 193 691 366 
189 303 345 800 
190 465 811 129 
191 45 329 666 
192 761 226 444 
193 402 860 446 
194 874 296 348 
195 971 9 282 
196 884 345 297 
197 792 195 400 
198 776 32 93 
199 233 493 904 
200 869 486 244 
