1000 
1000 1000 1000  
1 255 332 952 
2 139 993 284 
3 280 230 905 
4 846 444 268 
5 113 949 191 
6 62 236 798 
7 106 903 140 
8 298 235 746 
9 177 777 269 
10 283 397 724 
11 422 159 760 
12 490 229 894 
13 128 729 395 
14 326 733 383 
15 482 443 796 
16 282 51 914 
17 820 316 61 
18 845 249 280 
19 378 195 930 
20 495 283 892 
21 271 122 809 
22 759 162 442 
23 82 920 363 
24 885 186 65 
25 447 345 955 
26 738 209 85 
27 234 382 789 
28 849 25 286 
29 804 49 301 
30 461 103 815 
31 313 48 915 
32 216 788 201 
33 29 50 817 
34 124 437 711 
35 159 681 142 
36 3 707 347 
37 713 445 418 
38 466 116 955 
39 287 397 713 
40 22 40 677 
41 906 343 35 
42 689 81 446 
43 864 380 101 
44 730 414 485 
45 94 208 714 
46 500 979 397 
47 226 723 220 
48 955 107 341 
49 964 202 334 
50 831 452 243 
51 267 734 349 
52 368 374 973 
53 975 28 62 
54 991 242 216 
55 881 392 393 
56 30 423 769 
57 886 269 219 
58 40 85 926 
59 688 117 393 
60 332 758 45 
61 143 255 737 
62 673 187 48 
63 326 487 676 
64 485 359 702 
65 237 816 112 
66 485 449 685 
67 733 208 347 
68 997 320 53 
69 885 471 210 
70 23 258 772 
71 474 375 836 
72 684 405 417 
73 125 812 366 
74 841 117 229 
75 965 371 280 
76 943 374 451 
77 9 383 739 
78 173 285 932 
79 177 364 907 
80 356 202 706 
81 381 962 34 
82 848 149 156 
83 23 954 357 
84 671 161 157 
85 710 13 347 
86 13 861 353 
87 801 69 308 
88 484 269 806 
89 246 891 27 
90 889 37 51 
91 825 331 243 
92 127 5 927 
93 340 249 744 
94 133 882 404 
95 69 268 827 
96 493 856 156 
97 856 407 103 
98 205 785 485 
99 795 249 187 
100 265 905 332 
101 250 253 806 
102 448 718 447 
103 83 344 965 
104 15 733 375 
105 879 359 349 
106 752 432 457 
107 362 671 411 
108 300 191 862 
109 160 782 451 
110 459 203 792 
111 68 894 442 
112 78 693 451 
113 168 47 822 
114 41 171 778 
115 211 855 150 
116 768 248 264 
117 942 378 161 
118 24 725 144 
119 418 395 875 
120 297 401 731 
121 428 895 58 
122 430 744 323 
123 275 488 763 
124 275 981 494 
125 823 444 238 
126 842 144 369 
127 53 909 199 
128 727 399 435 
129 730 341 200 
130 179 427 757 
131 737 209 28 
132 995 466 337 
133 437 759 366 
134 821 280 95 
135 768 272 485 
136 281 816 31 
137 231 809 31 
138 738 118 12 
139 327 891 285 
140 151 30 986 
141 350 758 244 
142 220 99 736 
143 251 253 991 
144 138 411 856 
145 498 489 835 
146 462 724 357 
147 392 689 20 
148 348 923 294 
149 879 432 76 
150 99 291 819 
151 848 372 220 
152 377 390 712 
153 940 83 215 
154 105 186 718 
155 158 390 831 
156 363 820 107 
157 985 466 445 
158 277 815 403 
159 116 82 933 
160 374 733 175 
161 36 30 863 
162 25 974 241 
163 707 215 244 
164 235 122 782 
165 49 831 255 
166 241 333 895 
167 32 671 174 
168 28 736 82 
169 268 893 157 
170 974 315 51 
171 101 921 452 
172 316 230 744 
173 233 971 450 
174 733 3 228 
175 388 213 766 
176 379 375 887 
177 721 264 11 
178 865 373 150 
179 816 110 351 
180 306 483 873 
181 390 84 918 
182 228 806 130 
183 491 417 704 
184 917 74 134 
185 878 31 365 
186 498 791 71 
187 364 864 147 
188 886 162 133 
189 132 449 881 
190 322 829 301 
191 848 297 397 
192 230 698 149 
193 897 242 24 
194 188 381 781 
195 129 181 933 
196 64 138 905 
197 421 724 204 
198 415 991 382 
199 899 115 492 
200 671 478 474 
201 214 289 792 
202 115 699 96 
203 438 962 117 
204 177 344 917 
205 346 10 680 
206 146 959 47 
207 137 425 741 
208 950 30 444 
209 198 792 317 
210 27 133 742 
211 471 22 879 
212 337 208 828 
213 817 184 451 
214 837 95 236 
215 972 373 447 
216 159 465 825 
217 454 804 463 
218 268 877 233 
219 366 282 762 
220 931 433 45 
221 414 361 908 
222 166 410 831 
223 429 671 4 
224 145 461 862 
225 491 945 277 
226 23 147 795 
227 107 783 485 
228 436 489 732 
229 212 813 232 
230 895 91 92 
231 290 748 364 
232 443 968 424 
233 38 34 771 
234 850 86 60 
235 198 897 228 
236 187 465 768 
237 111 954 498 
238 153 321 743 
239 398 171 754 
240 6 974 465 
241 372 176 751 
242 69 910 94 
243 23 766 129 
244 304 382 840 
245 160 759 443 
246 386 434 795 
247 985 191 244 
248 772 491 296 
249 171 134 947 
250 390 142 762 
251 468 118 993 
252 953 188 133 
253 391 271 797 
254 245 972 230 
255 791 485 101 
256 851 166 394 
257 137 737 190 
258 254 786 393 
259 340 381 775 
260 222 991 480 
261 344 833 230 
262 895 490 492 
263 746 418 488 
264 18 248 721 
265 393 934 413 
266 133 769 325 
267 325 463 696 
268 471 101 811 
269 770 290 23 
270 1000 353 336 
271 963 473 173 
272 122 968 211 
273 387 869 127 
274 335 263 676 
275 998 323 359 
276 946 198 396 
277 484 883 384 
278 481 201 937 
279 247 458 815 
280 699 452 496 
281 839 72 39 
282 427 779 279 
283 862 113 333 
284 206 988 485 
285 297 731 426 
286 902 238 29 
287 406 93 666 
288 932 284 383 
289 251 721 280 
290 12 782 156 
291 961 243 71 
292 136 179 813 
293 797 375 375 
294 11 72 688 
295 289 448 787 
296 241 105 918 
297 431 751 448 
298 344 173 896 
299 694 476 435 
300 949 205 11 
301 776 159 129 
302 466 763 448 
303 470 64 855 
304 866 41 356 
305 62 697 205 
306 477 854 436 
307 940 94 499 
308 476 156 936 
309 702 176 303 
310 896 380 144 
311 54 136 800 
312 137 457 792 
313 751 102 84 
314 244 451 845 
315 158 808 117 
316 255 161 785 
317 682 424 480 
318 339 705 244 
319 450 948 359 
320 150 358 768 
321 757 210 338 
322 477 155 778 
323 171 346 895 
324 235 916 470 
325 909 444 100 
326 170 716 109 
327 978 354 402 
328 824 201 428 
329 880 73 434 
330 340 136 906 
331 972 112 131 
332 56 445 932 
333 666 190 49 
334 64 272 802 
335 370 73 681 
336 935 303 58 
337 278 927 117 
338 252 363 962 
339 110 72 815 
340 355 203 909 
341 743 141 330 
342 283 872 246 
343 718 417 350 
344 179 862 320 
345 209 834 102 
346 891 113 174 
347 387 87 733 
348 920 115 374 
349 465 326 936 
350 423 291 746 
351 723 164 122 
352 668 242 158 
353 460 978 424 
354 411 930 372 
355 141 954 326 
356 838 133 19 
357 427 176 954 
358 307 970 391 
359 771 279 363 
360 164 197 888 
361 27 716 233 
362 92 954 167 
363 777 9 22 
364 337 877 192 
365 490 884 103 
366 323 312 895 
367 373 734 377 
368 173 388 686 
369 307 226 984 
370 925 282 461 
371 440 990 435 
372 136 782 246 
373 164 30 782 
374 206 911 60 
375 956 249 73 
376 739 469 464 
377 203 712 315 
378 427 870 210 
379 238 968 378 
380 350 358 901 
381 839 249 15 
382 428 449 951 
383 484 723 298 
384 467 767 28 
385 907 469 50 
386 954 472 331 
387 900 153 57 
388 230 432 968 
389 166 155 870 
390 171 705 260 
391 857 263 369 
392 32 385 780 
393 940 480 10 
394 314 87 948 
395 68 708 387 
396 174 713 143 
397 237 684 68 
398 186 84 683 
399 257 729 9 
400 778 106 320 
401 84 206 667 
402 235 845 404 
403 884 44 318 
404 458 352 792 
405 23 151 706 
406 468 798 225 
407 848 366 296 
408 419 305 829 
409 106 941 232 
410 750 402 172 
411 182 996 274 
412 473 148 683 
413 426 66 684 
414 497 473 926 
415 934 381 106 
416 748 483 440 
417 284 357 847 
418 707 32 222 
419 101 488 871 
420 31 967 327 
421 858 277 69 
422 107 971 137 
423 159 424 869 
424 378 72 825 
425 941 81 424 
426 997 345 210 
427 7 901 293 
428 838 139 377 
429 393 996 192 
430 917 451 333 
431 291 235 755 
432 453 33 905 
