800 
1000 1000 1000  
1 346 25 983 
2 315 314 690 
3 925 378 217 
4 493 790 62 
5 451 953 489 
6 839 167 20 
7 822 325 353 
8 127 476 702 
9 81 987 343 
10 909 306 5 
11 492 681 339 
12 256 959 21 
13 366 671 470 
14 692 22 166 
15 714 167 342 
16 428 753 35 
17 274 59 828 
18 426 356 828 
19 730 305 89 
20 41 30 955 
21 843 293 477 
22 730 219 326 
23 58 754 304 
24 91 965 255 
25 147 875 484 
26 394 950 56 
27 408 666 410 
28 19 379 782 
29 849 180 134 
30 882 102 495 
31 34 120 769 
32 688 137 441 
33 942 435 411 
34 837 158 304 
35 230 675 498 
36 105 749 33 
37 385 241 795 
38 964 200 311 
39 797 373 354 
40 781 368 435 
41 466 14 988 
42 849 404 31 
43 891 262 334 
44 81 755 61 
45 832 204 22 
46 672 455 429 
47 721 399 40 
48 226 809 101 
49 389 227 868 
50 85 801 291 
51 294 669 151 
52 366 300 787 
53 778 427 371 
54 725 277 368 
55 226 769 495 
56 734 169 58 
57 391 991 254 
58 7 228 680 
59 780 98 9 
60 986 481 487 
61 803 206 288 
62 328 782 23 
63 971 60 126 
64 487 895 264 
65 245 262 996 
66 135 75 859 
67 935 98 192 
68 271 345 993 
69 196 195 848 
70 360 190 732 
71 432 981 80 
72 256 670 276 
73 242 775 229 
74 409 985 147 
75 90 739 249 
76 696 244 261 
77 298 409 720 
78 391 986 371 
79 803 274 341 
80 281 724 434 
81 392 835 474 
82 446 361 976 
83 927 192 353 
84 322 964 2 
85 112 911 412 
86 871 322 268 
87 304 86 873 
88 867 323 258 
89 71 918 212 
90 259 969 313 
91 294 166 821 
92 842 91 212 
93 467 811 253 
94 917 279 264 
95 79 14 948 
96 83 248 668 
97 37 799 174 
98 876 480 270 
99 837 120 35 
100 158 334 759 
101 32 746 375 
102 153 423 734 
103 449 667 371 
104 230 756 305 
105 235 481 787 
106 792 40 164 
107 327 922 321 
108 731 129 462 
109 61 677 422 
110 206 964 495 
111 297 850 150 
112 794 185 254 
113 101 388 959 
114 962 329 355 
115 674 288 211 
116 228 87 888 
117 285 411 959 
118 241 676 38 
119 306 811 391 
120 250 999 463 
121 154 980 415 
122 829 22 273 
123 848 488 138 
124 209 138 815 
125 686 76 346 
126 337 814 495 
127 73 55 804 
128 944 173 471 
129 413 904 113 
130 460 788 364 
131 428 151 676 
132 118 995 364 
133 738 378 431 
134 149 794 150 
135 325 752 426 
136 492 903 169 
137 234 492 667 
138 353 991 398 
139 218 212 983 
140 329 313 856 
141 745 319 423 
142 377 708 184 
143 496 713 363 
144 168 434 901 
145 169 750 59 
146 277 941 188 
147 145 744 175 
148 26 385 847 
149 460 9 782 
150 387 800 340 
151 923 278 370 
152 930 339 110 
153 911 205 259 
154 73 966 271 
155 465 873 29 
156 392 671 22 
157 986 238 432 
158 63 221 689 
159 87 53 837 
160 384 131 809 
161 364 722 347 
162 768 156 36 
163 683 306 456 
164 855 430 225 
165 79 195 935 
166 980 184 453 
167 978 487 97 
168 263 998 453 
169 730 223 164 
170 282 366 680 
171 229 897 377 
172 402 824 290 
173 192 411 949 
174 761 174 6 
175 77 797 436 
176 256 829 465 
177 336 954 283 
178 429 29 965 
179 978 190 306 
180 849 54 426 
181 139 97 976 
182 420 921 359 
183 406 671 293 
184 38 82 965 
185 56 992 41 
186 459 27 971 
187 447 984 337 
188 151 130 899 
189 444 838 465 
190 180 675 29 
191 76 980 41 
192 227 417 900 
193 423 812 51 
194 928 442 208 
195 690 352 304 
196 969 66 192 
197 156 935 134 
198 866 111 86 
199 823 472 376 
200 306 770 76 
201 136 986 201 
202 41 65 872 
203 57 698 159 
204 239 357 818 
205 91 772 211 
206 283 887 425 
207 733 39 191 
208 768 42 396 
209 400 804 213 
210 672 101 370 
211 938 10 277 
212 112 982 453 
213 400 955 275 
214 767 85 445 
215 447 985 249 
216 499 995 420 
217 58 406 764 
218 497 74 698 
219 891 108 219 
220 746 298 190 
221 878 138 151 
222 350 93 851 
223 372 721 63 
224 875 97 32 
225 483 687 128 
226 810 366 137 
227 244 478 676 
228 327 112 792 
229 69 328 863 
230 247 763 396 
231 71 855 426 
232 490 371 789 
233 148 849 103 
234 364 945 94 
235 755 56 230 
236 463 721 495 
237 911 42 193 
238 110 438 905 
239 749 33 456 
240 313 870 386 
241 485 52 762 
242 259 738 266 
243 128 100 961 
244 210 734 375 
245 196 804 24 
246 28 199 733 
247 339 843 414 
248 911 436 162 
249 680 196 48 
250 492 967 471 
251 770 383 240 
252 405 291 962 
253 746 124 53 
254 454 421 881 
255 904 210 20 
256 789 339 304 
257 810 499 441 
258 831 252 182 
259 376 770 497 
260 670 248 20 
261 116 62 833 
262 707 372 168 
263 32 63 869 
264 84 426 803 
265 394 202 961 
266 230 247 906 
267 233 489 708 
268 695 428 298 
269 89 278 845 
270 854 195 318 
271 289 193 801 
272 920 338 58 
273 72 159 806 
274 74 785 25 
275 831 240 470 
276 668 77 80 
277 725 93 106 
278 156 408 671 
279 384 55 851 
280 159 914 371 
281 374 410 784 
282 973 122 95 
283 769 338 75 
284 995 163 190 
285 191 29 996 
286 13 296 884 
287 497 29 828 
288 496 882 328 
289 722 56 233 
290 427 73 800 
291 980 134 220 
292 205 428 879 
293 782 392 139 
294 798 245 284 
295 463 292 921 
296 371 713 52 
297 984 231 355 
298 879 458 85 
299 260 915 298 
300 284 872 256 
301 181 950 422 
302 666 471 271 
303 490 823 326 
304 76 968 207 
305 834 311 37 
306 252 760 366 
307 435 328 851 
308 898 103 339 
309 265 303 714 
310 724 118 194 
311 198 222 856 
312 417 432 900 
313 79 394 697 
314 433 756 224 
315 894 195 338 
316 101 151 850 
317 310 3 956 
318 499 805 360 
319 219 894 432 
320 130 829 257 
321 195 320 686 
