50 
1000 1000 1000  
1 66 118 111 
2 119 114 193 
3 56 154 134 
4 141 56 173 
5 120 165 148 
6 104 143 84 
7 143 58 107 
8 75 143 134 
9 181 127 164 
10 75 75 163 
11 90 116 141 
12 161 83 116 
13 199 96 171 
14 123 88 118 
15 167 116 64 
16 51 177 117 
17 170 188 152 
18 184 184 65 
19 76 129 50 
20 108 86 113 
21 53 50 97 
22 140 141 161 
23 53 76 154 
24 166 84 62 
25 58 69 91 
26 80 129 76 
27 83 69 85 
28 185 92 65 
29 145 165 81 
30 108 172 130 
31 111 158 185 
32 52 178 93 
33 191 93 62 
34 147 50 163 
35 172 89 131 
36 74 58 64 
37 177 174 88 
38 156 85 125 
39 57 153 100 
40 85 125 102 
41 191 88 189 
42 62 97 84 
43 166 131 197 
44 162 144 180 
45 63 154 106 
46 180 112 62 
47 131 174 145 
48 157 68 133 
49 164 130 174 
50 76 79 50 
