50 
100 100 100  
1 6 73 84 
2 16 88 100 
3 13 79 76 
4 31 70 73 
5 9 69 84 
6 32 85 79 
7 10 87 70 
8 7 76 72 
9 12 83 66 
10 21 82 98 
11 2 85 68 
12 19 69 96 
13 5 73 66 
14 44 69 94 
15 24 96 95 
16 42 76 93 
17 3 84 71 
18 33 89 68 
19 34 73 99 
20 25 66 84 
21 42 66 69 
22 17 86 91 
23 37 66 70 
24 26 85 86 
25 25 84 98 
26 25 70 71 
27 35 83 90 
28 24 74 94 
29 3 92 98 
30 1 85 94 
31 4 75 75 
32 32 91 83 
33 37 90 96 
34 31 70 85 
35 28 73 86 
36 28 66 70 
37 4 79 86 
38 46 86 67 
39 5 83 99 
40 34 96 68 
41 16 73 68 
42 33 88 75 
43 22 73 95 
44 24 70 97 
45 40 92 100 
46 7 85 66 
47 21 81 93 
48 31 72 84 
49 24 79 98 
50 7 77 88 
