100 
100 100 100  
1 18 23 24 
2 41 25 49 
3 26 36 28 
4 20 25 11 
5 14 4 22 
6 27 22 14 
7 28 17 28 
8 12 6 17 
9 47 4 49 
10 3 25 35 
11 22 40 49 
12 10 33 17 
13 3 17 44 
14 19 27 41 
15 6 28 46 
16 17 25 12 
17 27 24 37 
18 3 18 6 
19 4 40 40 
20 37 20 14 
21 44 29 29 
22 13 50 37 
23 34 35 20 
24 43 2 20 
25 37 30 35 
26 6 48 23 
27 20 1 24 
28 12 43 46 
29 24 13 36 
30 3 27 27 
31 20 9 46 
32 26 7 5 
33 49 11 47 
34 2 34 32 
35 43 48 4 
36 21 42 44 
37 47 22 42 
38 35 45 34 
39 4 29 26 
40 16 4 36 
41 48 3 20 
42 31 32 26 
43 5 28 44 
44 34 6 1 
45 12 16 19 
46 31 5 17 
47 36 39 23 
48 46 35 40 
49 50 39 30 
50 25 43 3 
51 9 43 14 
52 2 26 39 
53 1 23 41 
54 10 41 5 
55 26 9 7 
56 39 27 43 
57 50 11 45 
58 43 16 1 
59 33 50 36 
60 11 13 18 
61 24 19 45 
62 16 27 13 
63 50 4 11 
64 43 25 46 
65 45 32 19 
66 7 36 42 
67 49 11 7 
68 6 22 16 
69 39 33 32 
70 50 12 10 
71 14 32 2 
72 2 46 49 
73 20 8 5 
74 14 4 15 
75 42 32 33 
76 32 38 42 
77 15 33 25 
78 15 8 26 
79 25 48 13 
80 28 13 48 
81 31 12 14 
82 13 31 19 
83 39 2 2 
84 13 17 1 
85 34 42 38 
86 15 49 13 
87 13 29 1 
88 30 12 26 
89 35 17 29 
90 11 9 43 
91 22 27 22 
92 15 11 35 
93 19 19 31 
94 43 25 5 
95 46 37 28 
96 31 23 15 
97 45 31 23 
98 46 47 16 
99 22 30 26 
100 8 15 23 
