50 
1000 1000 1000  
1 544 573 683 
2 733 378 566 
3 453 522 231 
4 441 558 626 
5 633 794 585 
6 213 233 334 
7 336 395 591 
8 799 466 647 
9 623 229 744 
10 623 400 374 
11 649 650 716 
12 247 318 669 
13 281 307 257 
14 550 341 397 
15 354 472 552 
16 239 516 491 
17 587 324 690 
18 303 459 321 
19 686 327 535 
20 347 348 212 
21 550 656 209 
22 565 779 428 
23 468 202 581 
24 544 242 246 
25 294 307 499 
26 381 253 335 
27 248 340 407 
28 442 278 277 
29 298 487 481 
30 300 393 724 
31 654 767 381 
32 305 382 763 
33 521 296 789 
34 562 402 623 
35 342 257 269 
36 417 445 376 
37 232 792 238 
38 643 520 261 
39 375 441 509 
40 686 450 727 
41 722 523 710 
42 605 218 531 
43 580 462 783 
44 589 579 363 
45 437 278 458 
46 756 687 449 
47 231 467 592 
48 435 249 669 
49 307 663 357 
50 787 256 761 
