200 
1000 1000 1000  
1 742 620 648 
2 324 539 577 
3 653 368 583 
4 596 289 486 
5 599 537 495 
6 571 428 558 
7 716 756 600 
8 284 448 283 
9 598 554 566 
10 412 601 577 
11 622 386 229 
12 361 623 413 
13 301 664 617 
14 755 670 569 
15 372 462 388 
16 751 459 419 
17 202 213 397 
18 576 379 380 
19 387 729 762 
20 389 768 792 
21 491 268 760 
22 503 758 693 
23 581 384 690 
24 594 750 242 
25 745 553 395 
26 587 327 783 
27 532 590 599 
28 743 218 433 
29 510 630 513 
30 675 651 590 
31 580 403 241 
32 410 408 214 
33 248 208 389 
34 274 378 250 
35 396 578 730 
36 518 776 267 
37 586 656 769 
38 211 679 407 
39 328 722 334 
40 707 285 372 
41 793 291 497 
42 721 334 430 
43 769 349 476 
44 295 231 459 
45 661 587 558 
46 222 664 481 
47 602 709 715 
48 581 612 321 
49 682 413 374 
50 407 494 219 
51 337 452 668 
52 295 522 512 
53 773 664 535 
54 788 472 259 
55 558 342 602 
56 576 202 664 
57 681 440 238 
58 575 269 231 
59 462 417 200 
60 489 415 559 
61 469 470 201 
62 600 535 426 
63 793 298 236 
64 300 302 775 
65 758 433 305 
66 662 230 209 
67 630 659 501 
68 229 723 673 
69 558 561 395 
70 751 646 391 
71 746 325 625 
72 267 707 391 
73 483 297 406 
74 382 709 524 
75 353 255 405 
76 248 751 592 
77 380 675 560 
78 200 452 236 
79 725 579 411 
80 718 454 494 
81 603 647 447 
82 248 399 270 
83 565 677 689 
84 338 490 289 
85 602 696 599 
86 799 774 454 
87 402 753 642 
88 439 364 602 
89 709 306 291 
90 507 673 518 
91 436 604 361 
92 310 322 364 
93 255 350 461 
94 416 617 333 
95 387 599 203 
96 778 435 623 
97 665 471 472 
98 699 292 408 
99 289 364 574 
100 462 714 746 
101 450 377 411 
102 382 424 785 
103 268 595 615 
104 380 569 386 
105 500 566 632 
106 299 747 244 
107 424 421 606 
108 574 765 779 
109 723 540 497 
110 590 677 544 
111 412 795 231 
112 430 716 677 
113 766 604 542 
114 211 698 351 
115 475 574 484 
116 381 570 462 
117 524 558 587 
118 798 515 367 
119 539 627 543 
120 504 552 690 
121 777 629 298 
122 774 791 245 
123 772 540 654 
124 783 500 557 
125 375 356 723 
126 456 631 723 
127 516 235 601 
128 393 312 414 
129 725 219 619 
130 667 454 478 
131 404 433 529 
132 594 740 396 
133 358 561 724 
134 206 358 714 
135 251 420 618 
136 552 315 697 
137 717 436 606 
138 578 511 658 
139 542 726 315 
140 663 567 637 
141 496 455 789 
142 500 724 363 
143 663 363 435 
144 615 250 580 
145 459 677 248 
146 402 700 337 
147 355 752 779 
148 219 212 723 
149 576 734 219 
150 693 273 407 
151 241 511 316 
152 686 740 482 
153 637 626 748 
154 273 678 353 
155 334 678 497 
156 465 659 441 
157 211 294 625 
158 586 527 523 
159 731 504 328 
160 616 728 411 
161 344 778 318 
162 635 451 594 
163 529 303 434 
164 232 237 781 
165 675 614 781 
166 794 243 472 
167 715 245 449 
168 222 774 550 
169 522 486 206 
170 244 536 391 
171 245 792 468 
172 239 287 796 
173 423 301 529 
174 771 716 618 
175 372 777 325 
176 222 292 789 
177 247 369 542 
178 371 734 459 
179 485 799 517 
180 695 722 350 
181 330 368 796 
182 734 409 330 
183 739 619 393 
184 392 753 356 
185 719 333 460 
186 295 289 603 
187 667 713 560 
188 500 663 484 
189 590 748 781 
190 259 383 369 
191 705 703 330 
192 347 280 463 
193 723 409 204 
194 551 421 475 
195 466 782 731 
196 638 314 510 
197 235 361 488 
198 513 497 308 
199 638 438 632 
200 531 232 323 
